row ID,row m/z,row retention time,Pooled_Urine_5_posneg_b.mzXML Peak area,Urine_05_Top10_POS.mzXML Peak area,Urine_05_Top10_posneg.mzXML Peak area,Urine_101_Top10_posneg.mzXML Peak area,Urine_14_Top10_posneg.mzXML Peak area,Urine_19_Top10_POS.mzXML Peak area,Urine_19_Top10_posneg.mzXML Peak area,Urine_20_Top10_POS.mzXML Peak area,Urine_20_Top10_posneg.mzXML Peak area,Urine_22_Top10_posneg.mzXML Peak area,Urine_23_Top10_posneg.mzXML Peak area,Urine_25_Top10_posneg.mzXML Peak area,Urine_37_Top10_POS.mzXML Peak area,Urine_37_Top10_posneg.mzXML Peak area,Urine_44_Top10_POS.mzXML Peak area,Urine_44_Top10_posneg.mzXML Peak area,Urine_60_Top10_posneg.mzXML Peak area,Urine_61_Top10_POS.mzXML Peak area,Urine_61_Top10_posneg.mzXML Peak area,Urine_64_Top10_POS.mzXML Peak area,Urine_64_Top10_posneg.mzXML Peak area,Urine_66_Top10_posneg.mzXML Peak area,Urine_67_Top10_posneg.mzXML Peak area,Urine_73_Top10_POS.mzXML Peak area,Urine_73_Top10_posneg.mzXML Peak area,Urine_74_Top10_POS.mzXML Peak area,Urine_74_Top10_posneg.mzXML Peak area,Urine_76_Top10_posneg.mzXML Peak area,Urine_84_Top10_posneg.mzXML Peak area,Urine_86_Top10_posneg.mzXML Peak area,Urine_87_Top10_POS.mzXML Peak area,Urine_87_Top10_posneg.mzXML Peak area,Urine_88_Top10_posneg.mzXML Peak area,Urine_90_Top10_POS.mzXML Peak area,Urine_90_Top10_posneg.mzXML Peak area,Urine_91_Top10_POS.mzXML Peak area,Urine_91_Top10_posneg.mzXML Peak area,Urine_95_Top10_posneg.mzXML Peak area,Urine_96_Top10_posneg.mzXML Peak area,
1496,235.1848602294922,13.343733333333333,0,0,1.4058060002601558E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0607372476320304E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1497,239.0999472481864,5.363447619047619,0,0,1.9390142304775003E8,0,0,0,0,0,0,0,0,0,1.354454672791094E8,0,2.283838600596484E8,0,0,0,0,1.651856433660977E8,0,0,0,2.6833522604257813E8,0,0,0,0,3.092604514022812E8,0,0,3.906178403029377E8,0,0,0,0,0,0,0,
1498,241.15450054666272,8.125617391304349,0,0,1.0684061595365396E9,6.684014454771249E8,0,1.43435564412202E9,9.560650367695627E8,0,2.500308303147774E9,0,1.8758732114626913E9,0,2.334937546699992E9,2.572962361593414E9,9.58308964360985E8,1.0193128710131801E9,1.6555242241966212E9,1.2302691990941477E9,2.4289827790989723E9,0,0,1.7036963016469836E9,0,0,9.712270661233325E8,0,0,0,8.192590324731796E8,0,1.8183180461481247E9,1.4807159610999541E9,0,1.272321150811608E9,2.306965125331023E9,2.2711690330882683E9,1.5585880843313754E9,1.975833421389956E9,0,
1499,242.04811096191406,6.898375000000001,0,0,6.4762156872609355E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.356614921446874E7,0,0,0,3.516097359353907E7,0,0,0,0,4.778986282384378E7,0,0,0,0,0,0,0,0,0,0,
1500,244.07899475097656,9.56465,0,0,7.990249870033596E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1501,245.11315155029297,9.929364583333333,0,0,4.913810695481874E8,0,0,0,0,0,0,5.735538110773983E8,0,0,0,0,0,0,0,0,0,2.7934996413649195E8,2.898180131134416E8,0,0,9.233541023030472E7,0,0,0,0,0,0,0,0,0,0,0,3.769968147530038E8,6.3628139689909E8,4.3440838773974216E8,0,
1502,249.0951385498047,4.7176277777777775,0,0,5.334884787312499E7,0,0,0,0,8.083788704023433E7,0,0,0,0,0,0,0,0,0,0,0,2.0998806431609366E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1503,251.1288299560547,4.54695,0,0,1.875926576616172E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1504,252.04771423339844,22.848708333333335,0,0,1.2349560680246091E8,0,0,0,0,0,1.7778806281054705E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.951708031062499E7,0,0,0,0,0,0,0,0,0,0,2.0922203244492188E7,
1505,254.00933837890625,6.613625,0,0,1.3029035417747657E8,0,0,0,0,0,0,0,0,0,0,0,0,8.308930346887493E7,0,0,0,1.7810557736120704E8,0,0,0,1.3097775224106252E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1506,254.16095842633928,18.729261904761902,0,0,1.9257385705976576E7,0,0,0,0,0,0,0,0,0,4.5682013501078546E8,3.711788548235076E8,2.852603292231049E8,1.929301031987499E8,1.5575254875828123E8,0,1.56600004376172E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1507,255.07403437296549,4.964793055555555,0,0,2.0443557166965634E8,0,0,0,2.710193047274687E8,0,0,0,0,0,0,0,2.485084175518907E8,3.708801001658129E8,2.4737697805043757E8,0,3.4657154960017174E8,1.976952768826094E8,0,0,4.0268316287092197E8,1.6478826440103114E8,9.19292233392656E7,0,0,0,3.1346996143504673E8,0,0,0,0,0,0,0,0,1.2025271606228909E8,0,
1508,255.15891919817244,4.663005952380952,0,0,1.3965894415914068E7,0,0,0,0,0,1.0122147464537423E9,1.506322984289843E7,0,0,1.584578779506562E8,0,1.8734038883797663E8,0,0,0,0,2.685774193277266E8,0,0,0,2.155368127439843E8,0,1.4404345242870325E8,0,0,8.446943101921876E7,7.960032091089022E8,0,2.452090883598047E8,1.969811027882891E8,0,0,0,0,1.664624944707812E8,2.775960162185859E8,
1509,265.11798095703125,4.771952941176471,0,0,2.5983980819209885E10,5.4904362401403885E9,2.968853141843362E10,0,3.0720452863869083E10,0,0,1.3630612052776773E10,0,1.6671626931415134E10,0,0,0,0,3.270614931459823E10,0,8.6290197321072E9,1.865997916810043E10,1.4964028147665895E10,0,8.806090668224186E9,2.339641981676589E10,0,0,5.536647163100666E9,2.2069520450797606E9,0,0,0,0,1.1076927340040077E10,0,2.0377427329234386E10,0,0,0,2.404477210920793E10,
1510,266.12158584594727,4.783772916666667,0,0,3.8089951803684344E9,0,0,0,4.5461589817881E9,0,5.1884948406205225E9,1.8545250735319364E9,0,0,0,0,0,0,5.045542304549695E9,0,0,3.0077948318527985E9,0,0,0,0,0,0,1.2437723356898594E9,0,0,0,0,0,0,0,4.684576389672811E9,0,0,0,0,
1511,266.9310760498047,4.1109333333333336,0,0,7359169.115585938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6298507.624992187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1512,271.0745544433594,7.983291666666666,0,0,9.393950322446182E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0880584783381727E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1513,274.11865234375,4.754366666666667,0,0,4.6623190553531215E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1514,276.15814208984375,10.894316666666667,0,0,4.845453633504727E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1515,276.6598205566406,11.613283333333333,0,0,4.570510541848046E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1516,277.19073486328125,9.494566666666666,0,0,7.152228141812813E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1517,278.01502821180554,6.259024074074074,0,0,1.0296184041572654E8,0,0,0,0,0,0,0,0,0,3.540676638150313E8,3.559120438661875E8,1.4088046896201563E8,2.824307403744532E8,0,0,0,7.453134206073825E7,0,0,0,2.2501183259586334E8,2.4736221955653128E8,0,0,0,1.9628228004062498E8,0,0,0,0,0,0,0,0,0,0,
1518,279.1549818250868,11.520633333333333,0,0,3.077558134852694E8,1.9157075847869137E8,0,0,0,0,0,3.266642668494883E8,0,0,1.9286630171715212E8,0,0,0,0,0,0,0,0,0,0,2.1829726303005496E8,2.4021676111116E8,0,0,0,3.391752792759963E8,0,0,0,0,0,0,0,0,3.4232560917262155E8,2.7277838201980084E8,
1519,282.19226837158203,13.337872222222222,0,0,2.8878937686332062E7,0,5.724458922945312E8,0,4.931972017733591E7,0,0,0,0,0,2.5028628644953108E8,3.2934692598959357E8,6.31964270654219E7,7.518705426160951E7,0,0,0,2.5382206769601602E7,3.043889960535935E7,0,4.708230317375003E7,5870566.7935390705,0,0,0,0,0,0,0,0,0,0,0,0,0,4.346563166549995E7,0,
1520,282.83941650390625,3.0915166666666667,0,0,1.58056793446125E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6211447687335548E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1521,287.0999668666295,5.312733333333333,0,0,1.141970720883484E9,0,0,0,0,0,0,0,0,0,0,0,0,7.603550038998753E8,0,0,0,6.72522407581414E8,5.554219183844998E8,0,0,8.015907491709291E8,0,0,0,0,1.44656499987914E9,0,0,0,0,0,0,0,0,1.103419629181406E9,0,
1522,288.103520711263,5.3095444444444455,0,0,1.7511639851581237E8,0,0,0,0,0,0,0,0,0,0,0,0,1.053140887694688E8,0,0,0,0,0,0,0,1.5441781742369136E8,1.431148995463751E8,0,0,0,2.4547504123582804E8,0,0,0,0,0,0,0,0,1.6611184906740618E8,0,
1523,289.15044888583094,14.756659090909091,0,0,1.1389737429014066E8,0,0,0,0,0,0,0,3.821628096679296E8,0,1.9002837500833592E8,0,7.73793069949492E7,0,0,0,0,7.744708929419923E7,3.962721501615631E7,0,0,8.555944006579687E7,8.428424508949986E7,1.651986033815703E8,0,0,1.1404861041342188E8,1.410482822065781E8,0,0,0,0,0,0,0,0,0,
1524,291.16302490234375,10.964633333333333,0,0,1.15251076383638E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1525,291.20294189453125,8.92797037037037,0,0,3.1307537030010576E9,1.9372043840546916E9,0,3.0015250764797634E8,0,1.481198200445233E8,0,0,0,0,1.813244559385781E8,0,0,0,4.88417220407798E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.061426452072656E8,9.046783806951005E8,0,3.272650236363735E8,0,0,
1526,291.66461181640625,11.111883333333333,0,0,2.989762867907461E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1527,292.20989990234375,8.797949999999998,0,0,7.154905710382733E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1528,299.1598205566406,10.118016666666668,0,0,1.1494314697402729E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1529,300.2169551849365,6.807792708333333,0,0,3.36198247844406E8,0,3.751575232473876E9,0,2.785685991492346E8,0,1.322061799178047E9,0,8.600375199694769E8,0,6.624174067584928E8,7.455659678183291E8,2.998659214733164E8,0,7.747643763214229E8,0,4.8046096460983545E8,1.4483102000645313E8,0,4.1016988096352375E8,0,1.7363377068890223E8,0,3.8582288176615644E8,3.4151963318932796E8,0,0,0,0,0,5.499144517573909E8,0,0,0,0,0,0,
1530,300.81154378255206,21.838222222222225,0,0,1.7379358990970698E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844603635340234E8,0,0,0,0,0,0,0,0,0,0,0,0,2.070130306987305E8,0,0,0,0,0,0,0,
1531,302.12340872628346,6.929880952380953,0,0,1.4640480644992203E8,0,0,0,4.8399530687896895E8,0,0,0,0,0,0,0,7.394930840069538E7,0,0,0,0,5.406857057063283E7,0,0,0,8.542372168539849E7,1.0138024056524992E8,0,0,0,0,0,0,0,0,0,0,0,0,3.291543954150624E8,0,
1532,303.0740776062012,4.834275,0,0,2.126896756934437E9,0,0,0,2.772319669220752E9,0,0,9.932474360044376E8,0,3.734059345744686E8,3.389283300168625E9,3.2830469279181867E9,1.6696058220569682E9,2.791841213117812E9,0,0,0,1.3343377887449996E9,1.0276024426351246E9,6.522249084958746E8,0,1.6703884834126885E9,0,0,0,0,2.416620153017062E9,7.942275434934995E8,0,0,1.6673576251750636E9,0,5.333031529506876E8,0,0,0,0,
1533,304.0775645862926,4.828499999999999,0,0,2.6214221741034374E8,0,0,0,3.546912225781877E8,0,0,1.2161663158079691E8,0,0,4.394190603575001E8,4.3607155926712495E8,1.9229053451424998E8,3.7321838073412496E8,0,0,0,1.5333065856475005E8,1.3686243543631247E8,0,0,2.150970473612616E8,0,0,0,0,0,0,0,0,2.292990451852579E8,0,0,0,0,0,0,
1534,305.0718879699707,4.821116666666668,0,0,9.916609256428128E7,0,0,0,1.554022328992188E8,0,0,0,0,0,0,2.2230635298384377E8,1.116007207565703E8,1.706405558965938E8,0,0,0,7.28568755336875E7,0,0,0,6.432830354881259E7,0,0,0,0,1.503587762329374E8,0,0,0,0,0,0,0,0,0,0,
1535,307.1222635904948,12.904911111111112,0,0,1.6209783045999981E7,0,0,0,0,0,0,0,0,0,0,0,8817962.261328127,0,3.991585658053122E7,0,0,7.676569268116796E7,1.4868564010992218E7,0,0,8154126.05520312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1536,309.20359293619794,22.908944444444444,0,0,1.5223516089953125E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3910503438155088E8,1.8799238375334376E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1537,315.07891845703125,5.986366666666667,0,0,6.765350794630157E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63316643687625E8,
1538,325.1916809082031,0.30226666666666663,0,0,5.754782972286718E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1539,327.1753743489583,23.02402777777778,0,0,1.3088655618656252E8,0,0,0,1.758670099473047E8,0,5094669.167187489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.490377797162656E8,0,0,0,1.4488285083382812E8,0,0,1.4217486588767967E8,0,0,0,0,0,0,0,
1540,327.206787109375,0.07638333333333333,0,0,8.149277445749998E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1541,329.0799926757812,7.911913333333333,0,0,5.032960908704688E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6292729410371125E7,0,0,0,3.4631091646749966E7,0,0,0,0,1.2011070187273443E8,0,0,0,0,0,0,0,0,0,9.42742209957189E7,
1542,332.2794451032366,3.812978571428571,0,0,2.0842559675051558E8,0,0,0,2.042980669426172E8,0,0,0,0,0,0,4.404763745932812E8,1.917512092223083E8,0,0,0,0,1.4062177172716022E8,0,0,0,2.205521916148867E8,0,0,0,0,0,0,0,0,0,0,0,0,2.018575246568204E8,0,0,
1543,335.06724330357144,7.050971428571428,0,0,7.152919077727966E8,0,0,0,0,0,0,0,0,0,0,0,0,5.2627029586459374E8,0,0,0,4.512805559845544E8,2.907795334254297E8,0,0,3.5160375798641384E8,4.0901125572496897E8,0,0,0,4.244410896751288E8,0,0,0,0,0,0,0,0,0,0,
1544,338.8319132486979,21.85181111111111,0,0,1.8316801978587887E8,0,3.040409751537188E8,0,2.8583598444017553E8,0,2.7961937911415225E8,0,5.264669890636723E7,0,0,0,0,0,3.485945128406245E7,0,1.989936058780195E8,0,0,0,4.861819422796873E7,0,0,0,3.486521165582382E8,4.648168943617185E7,0,1.9982143460255077E8,0,2.201748919366562E8,2.1176648988649216E8,0,0,0,2.197194383965273E8,0,2.7858211572014844E8,
1545,349.1759948730469,4.754366666666667,0,0,2.926835909674527E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1546,351.0412109375,7.046123333333334,0,0,5.986393833101251E8,0,0,0,0,0,0,0,0,0,0,0,0,7.992904061846249E8,0,0,0,0,0,0,0,3.22249508413707E8,2.9032956678432816E8,0,0,0,3.031007430701251E8,0,0,0,0,0,0,0,0,0,0,
1547,359.1235758463542,5.439230555555555,0,0,1.623363957201172E8,0,0,0,0,0,0,3.7290828215953124E8,0,0,0,0,0,0,0,0,0,0,0,4.0468499128371865E8,0,1.9724164318891796E8,0,0,0,0,9.799842235675E7,0,0,0,2.91518937140844E8,0,0,0,0,0,0,
1548,370.7536513384651,21.88736274509804,0,0,2.196107073096836E8,0,4.482921564316407E7,0,2.107952447631445E8,0,4.9393425719609365E7,0,5.123269497003911E7,0,2.712244344181249E8,3.5737176850198436E8,1.6945509031197652E8,2.0706587202673432E8,0,0,0,0,0,0,4.71405975183594E7,1.4462815659619534E8,0,2.340338212540155E8,8.440840365429686E7,0,0,4.227840431898437E7,0,3.8562588493631244E8,3.8247782643150777E8,0,0,0,3.899950465210351E8,0,0,
1549,391.2840881347656,5.0337499999999995,0,0,6.110188191218122E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1550,414.7434427897135,21.86628888888889,0,0,2.7792456768948436E8,0,0,0,2.2782960782046866E8,0,2.894586866196601E8,0,6.876021598984382E7,0,3.01618186832176E8,0,0,2.583941718983477E8,3.892224139507808E7,0,0,0,0,0,5.948204228808594E7,0,0,0,1.1610697937242182E8,5.68869511635156E7,2.1187608936080468E8,5.463800811500001E7,0,1.986294389210351E8,4.983348014303945E8,0,0,0,5.239536015101093E8,0,0,
1551,421.1734908254523,22.87592982456141,0,0,2.318096020371092E7,1.6612678603839067E8,1.5615819303984389E7,0,1.8588074943789065E7,0,2.0495238053554676E7,2.4292311101718746E7,0,2.204678184437502E7,0,0,1.1805134617131253E8,0,0,0,0,1.6721957151367195E7,0,0,0,1.4197347351890624E8,0,8814244.99519531,0,2.238695471734375E7,2.224016346906246E7,1.9503343371054683E7,0,1.9778885309453163E7,1.793102868449218E7,0,2.247851818035156E7,0,0,2.390453770054685E7,2.2388903241679713E7,
1552,441.2750549316406,6.2034,0,0,4.8608930737757814E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1553,476.7440383013557,21.88309803921569,0,0,2.4449360334422654E8,0,2.8126379706396496E8,0,2.3367800896835142E8,0,5.6915043038984366E7,0,6.017558055644536E7,0,2.7631168677689433E8,4.322667614720469E8,1.7030934641710943E8,2.1925983825432807E8,3.470871655085934E7,0,0,0,0,0,5.347856087019531E7,1.604364383417422E8,0,0,1.0716290245960931E8,0,0,5.1388931253671885E7,0,1.7718473814077336E8,5.46445196708633E8,0,0,0,1.0560097545203398E9,0,0,
1554,484.8287887573242,23.05483333333333,0,0,6744151.7211328,0,0,0,0,0,0,0,0,0,2155435.6181249833,0,0,0,0,0,0,6538008.721406267,0,0,0,0,0,0,0,0,6582478.310742176,0,0,0,0,0,0,0,0,0,0,
1555,551.2116495768229,5.290333333333333,0,0,2.5016837340837884E8,0,0,0,0,0,0,0,0,0,9.449591433473831E7,0,2.067090364289532E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1556,599.1783854166666,5.9578500000000005,0,0,5.531440603853128E7,0,0,0,0,0,0,0,0,0,0,0,7.077010790278517E7,0,0,0,0,0,0,0,0,2.649585352712501E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1557,603.2919311523438,4.754366666666667,0,0,3.407523967200661E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1558,70.06534830729167,10.158216666666666,0,0,0,2.5701141202685547E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3712717741526556E8,0,0,0,0,0,0,0,0,0,0,0,1.4003212174055466E8,0,0,0,0,
1559,72.08082580566406,19.037277777777778,0,0,0,2.205015904411874E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5923923097225374E8,0,0,0,0,0,3.755916780377504E8,0,0,0,0,0,0,0,
1560,74.09642028808594,18.751083333333334,0,0,0,1.2033891389792964E8,0,0,0,2.806195379215512E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1561,79.02123514811198,21.325375,0,0,0,2.447147959104884E8,0,0,0,0,0,0,3.034291959355079E8,0,0,0,0,0,1.4551398927590233E8,0,0,0,0,0,1.620365468751289E8,0,5.657825876471096E7,0,5.98597353982031E7,1.0517353405474372E9,9.568625976470312E7,7.661307046976955E7,0,4.5786988675390616E7,7.385899182221875E7,0,1.869276906626718E8,0,0,0,0,
1562,84.05563259124756,16.4412125,0,0,0,1.766236279294527E7,1.8006087659298033E8,0,0,0,4.523210525682031E7,0,0,0,0,0,0,0,0,0,0,0,0,4.6709702001890644E7,0,0,0,6.338282964482029E7,8.968793536220309E7,0,0,0,0,6.3055071210078165E7,4.823571662354697E7,0,0,0,0,0,0,
1563,85.05072021484375,5.034666666666666,0,0,0,6.920194879498281E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1564,86.09635543823242,13.930341666666667,0,0,0,3.2436238644424975E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.246644389893519E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
1565,87.09977912902832,20.392083333333332,0,0,0,5074407.2446875,0,0,0,0,6.54386142653905E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882984620776955E8,0,3.477529855777346E7,0,0,0,0,
1566,94.06503868103027,16.23656666666667,0,0,0,1.62845050005867E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1279666431092762E10,0,0,0,0,0,0,2.4888072473448076E9,0,1.755370289204638E9,0,0,0,0,
1567,95.06038665771484,10.358,0,0,0,1.464246442865273E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1568,96.95732498168945,21.244354166666664,0,0,0,1.0763178065553507E8,0,0,0,0,0,0,0,9.120712310905467E7,0,0,0,0,0,0,0,8.172049721285936E7,0,0,0,8.39222595004415E7,0,6.897783320935543E7,5.7420669595886685E7,0,0,0,0,0,8.739635226226945E7,0,9.660325691553907E7,0,0,0,0,
1569,98.9841136932373,10.817319791666666,0,0,0,1.671864402534765E8,0,0,2.2026590075633997E8,0,0,0,0,0,0,0,1.6983632554871093E7,9.66016566160547E7,1.791785797552734E8,0,1.4402335756146082E8,1.9739450451552716E8,1.2780525223574603E8,0,1.8144165543772253E8,1.7931521481499615E8,2.2436046237408587E8,0,0,0,0,0,0,1.702588695400078E8,0,0,1.4565280531956646E8,0,1.199571697813359E8,1.9190898492033207E8,1.51821414200586E8,
1570,102.05491638183594,11.25845,0,0,0,9.742016260124514E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1571,102.07743453979492,16.824583333333333,0,0,0,2.5704007209914103E7,0,0,0,0,0,0,0,2.1354271844374962E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1572,102.0913569132487,16.369318518518515,0,0,0,1.487602295849648E8,0,0,0,0,0,0,1.6131785724821106E8,0,0,0,0,0,0,1.6564422453125802E8,5.025605673719142E7,0,0,0,0,0,0,0,0,3.070120786486171E8,0,0,0,2.963234518398632E8,0,4.241083805019258E8,2.0382834273446077E8,0,0,1.5250494955632418E8,0,
1573,104.10691324869792,14.609772222222224,0,0,0,1.9898972534161053E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495541263259805E9,0,0,0,0,0,3.725837349177554E9,0,0,0,0,0,0,0,
1574,105.0335578918457,4.8129333333333335,0,0,0,3.6107050795677716E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3370489316347911E9,0,0,0,
1575,105.11030197143555,14.657725,0,0,0,1.492331749198906E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7618248037274975E8,0,0,0,0,0,0,0,0,0,0,0,0,0,
1576,109.07606658935546,16.637786666666663,0,0,0,1.5373209893226536E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3260486556624222E8,0,0,0,0,0,0,2.356171520336953E8,1.4021947230487505E8,0,0,0,2.6057453119281206E7,0,0,
1577,110.06006240844727,8.671675,0,0,0,3.757888348577579E8,0,0,0,0,0,0,0,0,0,0,2.2953134316607812E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1578,112.08694076538086,15.753833333333333,0,0,0,2.1081477728964445E8,2.6533347682667205E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1579,112.93120765686035,21.940666666666665,0,0,0,2.1204819520742208E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294466336941405E7,1.465155774445312E7,0,0,0,1.6083379254179696E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1580,116.10695266723633,13.348779166666667,0,0,0,1.7205546931003911E9,0,0,0,0,3.1087169253993273E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48714423451785E9,0,2.644866369313324E9,0,0,0,0,
1581,117.07716751098633,12.991941666666666,0,0,0,2.0074698700335927E7,0,0,0,0,0,0,0,1.897952958743751E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1582,117.09646606445312,11.8219,0,0,0,2.455261842763009E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1583,117.11023712158203,13.387703333333334,0,0,0,7.418685562987505E7,0,0,0,0,2.7524822820201945E8,0,3.5665827607030463E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8583013083025783E8,0,2.3534804709869504E8,0,0,0,0,
1584,123.09166717529297,15.493375,0,0,0,1.2256931340230487E7,0,0,0,0,2.8003334721613266E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1585,123.96440315246582,22.740625,0,0,0,3.744493540066406E7,0,0,0,0,0,0,0,0,0,0,4508370.577343744,0,0,0,0,1.424417874959492E8,0,0,0,4786984.536054686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
